game_date,home_team,away_team,game_url,outcome,score,competition,stadium,attendance,competition_2,score_2,match_notes
20 Dec 2003,Tranmere Rovers,Brighton and Hove Albion,https://www.11v11.com/matches/tranmere-rovers-v-brighton-and-hove-albion-20-december-2003-18219/,W,1-0,League Division 2,Prenton Park,7616,League Division 2,1-0 to Tranmere Rovers,
26 Dec 2003,Blackpool,Tranmere Rovers,https://www.11v11.com/matches/blackpool-v-tranmere-rovers-26-december-2003-18263/,L,2-1,League Division 2,Bloomfield Road,8340,League Division 2,2-1 to Blackpool,
28 Dec 2003,Tranmere Rovers,Sheffield Wednesday,https://www.11v11.com/matches/tranmere-rovers-v-sheffield-wednesday-28-december-2003-18314/,D,2-2,League Division 2,Prenton Park,9645,League Division 2,2-2,
03 Jan 2004,Tranmere Rovers,Bolton Wanderers,https://www.11v11.com/matches/tranmere-rovers-v-bolton-wanderers-03-january-2004-18355/,D,1-1,FA Cup,Prenton Park,10587,FA Cup 3rd round,1-1,KICK-OFF: 12.00pm
10 Jan 2004,Brentford,Tranmere Rovers,https://www.11v11.com/matches/brentford-v-tranmere-rovers-10-january-2004-18391/,D,2-2,League Division 2,Griffin Park,4105,League Division 2,2-2,
13 Jan 2004,Bolton Wanderers,Tranmere Rovers,https://www.11v11.com/matches/bolton-wanderers-v-tranmere-rovers-13-january-2004-18433/,W,1-2,FA Cup,Reebok Stadium,8759,FA Cup 3rd round replay,2-1 to Tranmere Rovers,AFTER EXTRA TIME (1-1 at 90 minutes)|KICK-OFF: 8.00pm
17 Jan 2004,Tranmere Rovers,Hartlepool United,https://www.11v11.com/matches/tranmere-rovers-v-hartlepool-united-17-january-2004-18467/,D,0-0,League Division 2,Prenton Park,7418,League Division 2,0-0,
24 Jan 2004,Luton Town,Tranmere Rovers,https://www.11v11.com/matches/luton-town-v-tranmere-rovers-24-january-2004-18524/,W,0-1,FA Cup,Kenilworth Road,8767,FA Cup 4th round,1-0 to Tranmere Rovers,
27 Jan 2004,Tranmere Rovers,Stockport County,https://www.11v11.com/matches/tranmere-rovers-v-stockport-county-27-january-2004-18538/,W,3-2,League Division 2,Prenton Park,7137,League Division 2,3-2 to Tranmere Rovers,
31 Jan 2004,Colchester United,Tranmere Rovers,https://www.11v11.com/matches/colchester-united-v-tranmere-rovers-31-january-2004-18571/,D,1-1,League Division 2,"Layer Road, Colchester",3099,League Division 2,1-1,
07 Feb 2004,Tranmere Rovers,Blackpool,https://www.11v11.com/matches/tranmere-rovers-v-blackpool-07-february-2004-18622/,D,1-1,League Division 2,Prenton Park,7919,League Division 2,1-1,
14 Feb 2004,Tranmere Rovers,Swansea City,https://www.11v11.com/matches/tranmere-rovers-v-swansea-city-14-february-2004-18648/,W,2-1,FA Cup,Prenton Park,12215,FA Cup 5th round,2-1 to Tranmere Rovers,
17 Feb 2004,Tranmere Rovers,Plymouth Argyle,https://www.11v11.com/matches/tranmere-rovers-v-plymouth-argyle-17-february-2004-18681/,W,3-0,League Division 2,Prenton Park,7948,League Division 2,3-0 to Tranmere Rovers,
21 Feb 2004,Oldham Athletic,Tranmere Rovers,https://www.11v11.com/matches/oldham-athletic-v-tranmere-rovers-21-february-2004-18703/,D,1-1,League Division 2,Boundary Park,6916,League Division 2,1-1,
24 Feb 2004,Rushden and Diamonds,Tranmere Rovers,https://www.11v11.com/matches/rushden-and-diamonds-v-tranmere-rovers-24-february-2004-18744/,L,2-1,League Division 2,Nene Park,3074,League Division 2,2-1 to Rushden and Diamonds,
03 Mar 2004,Swindon Town,Tranmere Rovers,https://www.11v11.com/matches/swindon-town-v-tranmere-rovers-03-march-2004-18808/,L,2-0,League Division 2,"County Ground, Swindon",6928,League Division 2,2-0 to Swindon Town,
07 Mar 2004,Millwall,Tranmere Rovers,https://www.11v11.com/matches/millwall-v-tranmere-rovers-07-march-2004-18846/,D,0-0,FA Cup,The New Den,16404,FA Cup Quarter-final,0-0,KICK-OFF: 1.00pm
10 Mar 2004,Brighton and Hove Albion,Tranmere Rovers,https://www.11v11.com/matches/brighton-and-hove-albion-v-tranmere-rovers-10-march-2004-18954/,L,3-0,League Division 2,"Withdean Stadium, Brighton",5994,League Division 2,3-0 to Brighton and Hove Albion,
13 Mar 2004,Tranmere Rovers,Chesterfield,https://www.11v11.com/matches/tranmere-rovers-v-chesterfield-13-march-2004-19057/,L,2-3,League Division 2,Prenton Park,7370,League Division 2,3-2 to Chesterfield,
16 Mar 2004,Tranmere Rovers,Millwall,https://www.11v11.com/matches/tranmere-rovers-v-millwall-16-march-2004-19144/,L,1-2,FA Cup,Prenton Park,15510,FA Cup Quarter-final replay,2-1 to Millwall,
20 Mar 2004,Peterborough United,Tranmere Rovers,https://www.11v11.com/matches/peterborough-united-v-tranmere-rovers-20-march-2004-19490/,D,0-0,League Division 2,London Road,4185,League Division 2,0-0,
24 Mar 2004,Tranmere Rovers,Bristol City,https://www.11v11.com/matches/tranmere-rovers-v-bristol-city-24-march-2004-19517/,W,1-0,League Division 2,Prenton Park,6712,League Division 2,1-0 to Tranmere Rovers,
27 Mar 2004,Tranmere Rovers,Notts County,https://www.11v11.com/matches/tranmere-rovers-v-notts-county-27-march-2004-19548/,W,4-0,League Division 2,Prenton Park,7308,League Division 2,4-0 to Tranmere Rovers,
03 Apr 2004,Wrexham,Tranmere Rovers,https://www.11v11.com/matches/wrexham-v-tranmere-rovers-03-april-2004-19616/,W,0-1,League Division 2,"Racecourse Ground, Wrexham",4496,League Division 2,1-0 to Tranmere Rovers,KICK-OFF: 12.00pm
06 Apr 2004,Tranmere Rovers,Queens Park Rangers,https://www.11v11.com/matches/tranmere-rovers-v-queens-park-rangers-06-april-2004-19646/,D,0-0,League Division 2,Prenton Park,7699,League Division 2,0-0,
10 Apr 2004,Tranmere Rovers,Luton Town,https://www.11v11.com/matches/tranmere-rovers-v-luton-town-10-april-2004-19693/,W,1-0,League Division 2,Prenton Park,7937,League Division 2,1-0 to Tranmere Rovers,
12 Apr 2004,Wycombe Wanderers,Tranmere Rovers,https://www.11v11.com/matches/wycombe-wanderers-v-tranmere-rovers-12-april-2004-19716/,W,1-2,League Division 2,Causeway Stadium,5256,League Division 2,2-1 to Tranmere Rovers,
17 Apr 2004,AFC Bournemouth,Tranmere Rovers,https://www.11v11.com/matches/afc-bournemouth-v-tranmere-rovers-17-april-2004-19763/,W,1-5,League Division 2,Fitness First Stadium,7063,League Division 2,5-1 to Tranmere Rovers,
24 Apr 2004,Tranmere Rovers,Barnsley,https://www.11v11.com/matches/tranmere-rovers-v-barnsley-24-april-2004-19843/,W,2-0,League Division 2,Prenton Park,7612,League Division 2,2-0 to Tranmere Rovers,
01 May 2004,Port Vale,Tranmere Rovers,https://www.11v11.com/matches/port-vale-v-tranmere-rovers-01-may-2004-19944/,L,2-1,League Division 2,Vale Park,6806,League Division 2,2-1 to Port Vale,
08 May 2004,Tranmere Rovers,Grimsby Town,https://www.11v11.com/matches/tranmere-rovers-v-grimsby-town-08-may-2004-20092/,W,2-1,League Division 2,Prenton Park,10301,League Division 2,2-1 to Tranmere Rovers,
10 Aug 2002,Port Vale,Tranmere Rovers,https://www.11v11.com/matches/port-vale-v-tranmere-rovers-10-august-2002-12966/,W,1-4,League Division 2,Vale Park,5629,League Division 2,4-1 to Tranmere Rovers,
13 Aug 2002,Tranmere Rovers,Colchester United,https://www.11v11.com/matches/tranmere-rovers-v-colchester-united-13-august-2002-13023/,D,1-1,League Division 2,Prenton Park,7499,League Division 2,1-1,
17 Aug 2002,Tranmere Rovers,Cheltenham Town,https://www.11v11.com/matches/tranmere-rovers-v-cheltenham-town-17-august-2002-13095/,W,1-0,League Division 2,Prenton Park,6807,League Division 2,1-0 to Tranmere Rovers,
24 Aug 2002,Oldham Athletic,Tranmere Rovers,https://www.11v11.com/matches/oldham-athletic-v-tranmere-rovers-24-august-2002-13171/,L,2-0,League Division 2,Boundary Park,5933,League Division 2,2-0 to Oldham Athletic,
26 Aug 2002,Tranmere Rovers,Huddersfield Town,https://www.11v11.com/matches/tranmere-rovers-v-huddersfield-town-26-august-2002-13244/,W,2-1,League Division 2,Prenton Park,7534,League Division 2,2-1 to Tranmere Rovers,
31 Aug 2002,Bristol City,Tranmere Rovers,https://www.11v11.com/matches/bristol-city-v-tranmere-rovers-31-august-2002-13320/,L,2-0,League Division 2,Ashton Gate,9849,League Division 2,2-0 to Bristol City,
07 Sep 2002,Blackpool,Tranmere Rovers,https://www.11v11.com/matches/blackpool-v-tranmere-rovers-07-september-2002-13359/,L,3-0,League Division 2,Bloomfield Road,6834,League Division 2,3-0 to Blackpool,
10 Sep 2002,Hartlepool United,Tranmere Rovers,https://www.11v11.com/matches/hartlepool-united-v-tranmere-rovers-10-september-2002-13407/,W,1-2,League Cup,Victoria Park,2778,League Cup 1st round,2-1 to Tranmere Rovers,
14 Sep 2002,Tranmere Rovers,Brentford,https://www.11v11.com/matches/tranmere-rovers-v-brentford-14-september-2002-13481/,W,3-1,League Division 2,Prenton Park,6626,League Division 2,3-1 to Tranmere Rovers,
17 Sep 2002,Tranmere Rovers,Wigan Athletic,https://www.11v11.com/matches/tranmere-rovers-v-wigan-athletic-17-september-2002-13563/,L,0-2,League Division 2,Prenton Park,8153,League Division 2,2-0 to Wigan Athletic,
21 Sep 2002,Crewe Alexandra,Tranmere Rovers,https://www.11v11.com/matches/crewe-alexandra-v-tranmere-rovers-21-september-2002-13591/,L,2-0,League Division 2,Gresty Road,6875,League Division 2,2-0 to Crewe Alexandra,
28 Sep 2002,Tranmere Rovers,Stockport County,https://www.11v11.com/matches/tranmere-rovers-v-stockport-county-28-september-2002-13679/,W,1-0,League Division 2,Prenton Park,7513,League Division 2,1-0 to Tranmere Rovers,
02 Oct 2002,Southampton,Tranmere Rovers,https://www.11v11.com/matches/southampton-v-tranmere-rovers-02-october-2002-13772/,L,6-1,League Cup,Friends Provident St Mary's Stadium,16603,League Cup 2nd round,6-1 to Southampton,
05 Oct 2002,Mansfield Town,Tranmere Rovers,https://www.11v11.com/matches/mansfield-town-v-tranmere-rovers-05-october-2002-13790/,L,6-1,League Division 2,"Field Mill, Mansfield",3668,League Division 2,6-1 to Mansfield Town,
12 Oct 2002,Chesterfield,Tranmere Rovers,https://www.11v11.com/matches/chesterfield-v-tranmere-rovers-12-october-2002-13939/,L,1-0,League Division 2,"Saltergate, Chesterfield",4111,League Division 2,1-0 to Chesterfield,
19 Oct 2002,Tranmere Rovers,Barnsley,https://www.11v11.com/matches/tranmere-rovers-v-barnsley-19-october-2002-14003/,W,1-0,League Division 2,Prenton Park,6855,League Division 2,1-0 to Tranmere Rovers,
22 Oct 2002,Tranmere Rovers,Hartlepool United,https://www.11v11.com/matches/tranmere-rovers-v-hartlepool-united-22-october-2002-14036/,W,5-0,LDV Vans Trophy,Prenton Park,3387,LDV Vans Trophy 1st round - northern section,5-0 to Tranmere Rovers,
26 Oct 2002,Cardiff City,Tranmere Rovers,https://www.11v11.com/matches/cardiff-city-v-tranmere-rovers-26-october-2002-14099/,L,4-0,League Division 2,"Ninian Park, Cardiff",12096,League Division 2,4-0 to Cardiff City,KICK-OFF: 5.35pm
29 Oct 2002,Tranmere Rovers,Peterborough United,https://www.11v11.com/matches/tranmere-rovers-v-peterborough-united-29-october-2002-14127/,D,1-1,League Division 2,Prenton Park,5980,League Division 2,1-1,
02 Nov 2002,Tranmere Rovers,Plymouth Argyle,https://www.11v11.com/matches/tranmere-rovers-v-plymouth-argyle-02-november-2002-14194/,W,2-1,League Division 2,Prenton Park,7083,League Division 2,2-1 to Tranmere Rovers,
09 Nov 2002,Swindon Town,Tranmere Rovers,https://www.11v11.com/matches/swindon-town-v-tranmere-rovers-09-november-2002-14285/,D,1-1,League Division 2,"County Ground, Swindon",5077,League Division 2,1-1,
12 Nov 2002,Macclesfield Town,Tranmere Rovers,https://www.11v11.com/matches/macclesfield-town-v-tranmere-rovers-12-november-2002-14308/,W,1-2,LDV Vans Trophy,Moss Rose,1145,LDV Vans Trophy 2nd round - northern section,2-1 to Tranmere Rovers,TRANMERE ROVERS WON ON THE GOLDEN GOAL RULE.
16 Nov 2002,Tranmere Rovers,Cardiff City,https://www.11v11.com/matches/tranmere-rovers-v-cardiff-city-16-november-2002-14397/,D,2-2,FA Cup,Prenton Park,5592,FA Cup 1st round,2-2,KICK-OFF: 1.00pm
23 Nov 2002,Wycombe Wanderers,Tranmere Rovers,https://www.11v11.com/matches/wycombe-wanderers-v-tranmere-rovers-23-november-2002-14422/,W,1-3,League Division 2,Adams Park,5386,League Division 2,3-1 to Tranmere Rovers,
26 Nov 2002,Cardiff City,Tranmere Rovers,https://www.11v11.com/matches/cardiff-city-v-tranmere-rovers-26-november-2002-14469/,L,2-1,FA Cup,"Ninian Park, Cardiff",6853,FA Cup 1st round replay,2-1 to Cardiff City,
30 Nov 2002,Tranmere Rovers,Luton Town,https://www.11v11.com/matches/tranmere-rovers-v-luton-town-30-november-2002-14505/,L,1-3,League Division 2,Prenton Park,8273,League Division 2,3-1 to Luton Town,
10 Dec 2002,Bury,Tranmere Rovers,https://www.11v11.com/matches/bury-v-tranmere-rovers-10-december-2002-14917/,L,2-0,LDV Vans Trophy,Gigg Lane,1656,LDV Vans Trophy Quarter-final - northern section,2-0 to Bury,
14 Dec 2002,Northampton Town,Tranmere Rovers,https://www.11v11.com/matches/northampton-town-v-tranmere-rovers-14-december-2002-14931/,W,0-4,League Division 2,Sixfields Stadium,4268,League Division 2,4-0 to Tranmere Rovers,
21 Dec 2002,Tranmere Rovers,Notts County,https://www.11v11.com/matches/tranmere-rovers-v-notts-county-21-december-2002-14979/,D,2-2,League Division 2,Prenton Park,8275,League Division 2,2-2,
26 Dec 2002,Huddersfield Town,Tranmere Rovers,https://www.11v11.com/matches/huddersfield-town-v-tranmere-rovers-26-december-2002-14996/,W,1-2,League Division 2,McAlpine Stadium,11002,League Division 2,2-1 to Tranmere Rovers,
28 Dec 2002,Tranmere Rovers,Queens Park Rangers,https://www.11v11.com/matches/tranmere-rovers-v-queens-park-rangers-28-december-2002-15023/,W,3-0,League Division 2,Prenton Park,8434,League Division 2,3-0 to Tranmere Rovers,
01 Jan 2003,Tranmere Rovers,Oldham Athletic,https://www.11v11.com/matches/tranmere-rovers-v-oldham-athletic-01-january-2003-15047/,L,1-2,League Division 2,Prenton Park,9795,League Division 2,2-1 to Oldham Athletic,
04 Jan 2003,Colchester United,Tranmere Rovers,https://www.11v11.com/matches/colchester-united-v-tranmere-rovers-04-january-2003-15083/,D,2-2,League Division 2,"Layer Road, Colchester",2846,League Division 2,2-2,
18 Jan 2003,Tranmere Rovers,Bristol City,https://www.11v11.com/matches/tranmere-rovers-v-bristol-city-18-january-2003-15136/,D,1-1,League Division 2,Prenton Park,7459,League Division 2,1-1,
25 Jan 2003,Queens Park Rangers,Tranmere Rovers,https://www.11v11.com/matches/queens-park-rangers-v-tranmere-rovers-25-january-2003-15235/,W,1-2,League Division 2,Loftus Road,12249,League Division 2,2-1 to Tranmere Rovers,
01 Feb 2003,Tranmere Rovers,Port Vale,https://www.11v11.com/matches/tranmere-rovers-v-port-vale-01-february-2003-15323/,W,1-0,League Division 2,Prenton Park,7461,League Division 2,1-0 to Tranmere Rovers,
04 Feb 2003,Cheltenham Town,Tranmere Rovers,https://www.11v11.com/matches/cheltenham-town-v-tranmere-rovers-04-february-2003-15348/,L,3-1,League Division 2,"Whaddon Road, Cheltenham",3936,League Division 2,3-1 to Cheltenham Town,
08 Feb 2003,Tranmere Rovers,Swindon Town,https://www.11v11.com/matches/tranmere-rovers-v-swindon-town-08-february-2003-15398/,L,0-1,League Division 2,Prenton Park,7181,League Division 2,1-0 to Swindon Town,
15 Feb 2003,Plymouth Argyle,Tranmere Rovers,https://www.11v11.com/matches/plymouth-argyle-v-tranmere-rovers-15-february-2003-15471/,W,0-1,League Division 2,Home Park,8590,League Division 2,1-0 to Tranmere Rovers,
22 Feb 2003,Tranmere Rovers,Blackpool,https://www.11v11.com/matches/tranmere-rovers-v-blackpool-22-february-2003-15501/,W,2-1,League Division 2,Prenton Park,9111,League Division 2,2-1 to Tranmere Rovers,
01 Mar 2003,Brentford,Tranmere Rovers,https://www.11v11.com/matches/brentford-v-tranmere-rovers-01-march-2003-15524/,W,1-2,League Division 2,Griffin Park,5396,League Division 2,2-1 to Tranmere Rovers,
04 Mar 2003,Wigan Athletic,Tranmere Rovers,https://www.11v11.com/matches/wigan-athletic-v-tranmere-rovers-04-march-2003-15558/,D,0-0,League Division 2,JJB Stadium,9021,League Division 2,0-0,
08 Mar 2003,Tranmere Rovers,Crewe Alexandra,https://www.11v11.com/matches/tranmere-rovers-v-crewe-alexandra-08-march-2003-15582/,W,2-1,League Division 2,Prenton Park,8670,League Division 2,2-1 to Tranmere Rovers,
14 Mar 2003,Tranmere Rovers,Cardiff City,https://www.11v11.com/matches/tranmere-rovers-v-cardiff-city-14-march-2003-15603/,D,3-3,League Division 2,Prenton Park,9637,League Division 2,3-3,
18 Mar 2003,Barnsley,Tranmere Rovers,https://www.11v11.com/matches/barnsley-v-tranmere-rovers-18-march-2003-15628/,D,1-1,League Division 2,Oakwell,8786,League Division 2,1-1,
22 Mar 2003,Peterborough United,Tranmere Rovers,https://www.11v11.com/matches/peterborough-united-v-tranmere-rovers-22-march-2003-15658/,D,0-0,League Division 2,London Road,4158,League Division 2,0-0,
29 Mar 2003,Tranmere Rovers,Chesterfield,https://www.11v11.com/matches/tranmere-rovers-v-chesterfield-29-march-2003-15691/,W,2-1,League Division 2,Prenton Park,8238,League Division 2,2-1 to Tranmere Rovers,
05 Apr 2003,Luton Town,Tranmere Rovers,https://www.11v11.com/matches/luton-town-v-tranmere-rovers-05-april-2003-15707/,D,0-0,League Division 2,Kenilworth Road,6326,League Division 2,0-0,
12 Apr 2003,Tranmere Rovers,Wycombe Wanderers,https://www.11v11.com/matches/tranmere-rovers-v-wycombe-wanderers-12-april-2003-15739/,W,1-0,League Division 2,Prenton Park,6814,League Division 2,1-0 to Tranmere Rovers,
19 Apr 2003,Notts County,Tranmere Rovers,https://www.11v11.com/matches/notts-county-v-tranmere-rovers-19-april-2003-15769/,W,0-1,League Division 2,Meadow Lane,5715,League Division 2,1-0 to Tranmere Rovers,
21 Apr 2003,Tranmere Rovers,Northampton Town,https://www.11v11.com/matches/tranmere-rovers-v-northampton-town-21-april-2003-15793/,W,4-0,League Division 2,Prenton Park,7348,League Division 2,4-0 to Tranmere Rovers,
29 Apr 2003,Tranmere Rovers,Mansfield Town,https://www.11v11.com/matches/tranmere-rovers-v-mansfield-town-29-april-2003-15832/,W,3-1,League Division 2,Prenton Park,10418,League Division 2,3-1 to Tranmere Rovers,"This match had to be re-arranged after the original game on Saturday 26 April 2003 had to be abandoned at half-time (with Tranmere Rovers leading 2-0) for safety reasons. A spectator had climbed on to the roof of one of the stands and refused to come down. Due to results elsewhere on that day, Mansfield Town's relegation to Division 3 was confirmed."
03 May 2003,Stockport County,Tranmere Rovers,https://www.11v11.com/matches/stockport-county-v-tranmere-rovers-03-may-2003-15845/,W,2-3,League Division 2,"Edgeley Park, Stockport",7236,League Division 2,3-2 to Tranmere Rovers,
11 Aug 2001,Tranmere Rovers,Bury,https://www.11v11.com/matches/tranmere-rovers-v-bury-11-august-2001-7513/,L,1-2,League Division 2,Prenton Park,9114,League Division 2,2-1 to Bury,
18 Aug 2001,Colchester United,Tranmere Rovers,https://www.11v11.com/matches/colchester-united-v-tranmere-rovers-18-august-2001-7658/,L,2-1,League Division 2,"Layer Road, Colchester",3618,League Division 2,2-1 to Colchester United,
21 Aug 2001,Tranmere Rovers,Shrewsbury Town,https://www.11v11.com/matches/tranmere-rovers-v-shrewsbury-town-21-august-2001-7754/,W,3-1,League Cup,Prenton Park,5549,League Cup 1st round,3-1 to Tranmere Rovers,
25 Aug 2001,Tranmere Rovers,Brighton and Hove Albion,https://www.11v11.com/matches/tranmere-rovers-v-brighton-and-hove-albion-25-august-2001-7855/,D,0-0,League Division 2,Prenton Park,8162,League Division 2,0-0,
27 Aug 2001,Stoke City,Tranmere Rovers,https://www.11v11.com/matches/stoke-city-v-tranmere-rovers-27-august-2001-7894/,W,1-2,League Division 2,Britannia Stadium,12031,League Division 2,2-1 to Tranmere Rovers,
